question,scratch,answer
Rachel had to complete 2 pages of math homework, 3 pages of reading homework and 10 more pages of biology homework. How many pages did she have to complete in all? Equation: <equation> 2.0 + 13.0</equation>,<scratch> Adding 2 and 3 at digit level. Current carry is 0; 2 plus 3 plus carry gives 5; new carry is 0; result is 5.  Adding 0 and 10 at digit level. Current carry is 0; 0 plus 10 plus carry gives 10; new carry is NaN; result is 10. The overall result is 15</scratch>,15
Baker made 110 cakes. He sold 75 of them. Then he made 76 more cakes. How many cakes would baker still have? Equation: <equation> 35 + 76</equation> ,<scratch> Subtracting 75 from 110 at digit level. Current carry is 0; 11 minus 5 plus carry gives 6; new carry is 1; result is 6. Subtracting 0 from 6 at digit level. Current carry is 1; 0 minus 6 plus carry gives -6; new carry is 1; result is 4.  Adding 4 and 76 at digit level. Current carry is 1; 4 plus 76 plus carry gives 80; new carry is 0; result is 8. The overall result is 80</scratch>,80
Julia played tag with 14 kids on tuesday. If she played tag with 8 more kids on monday than on tuesday How many kids did she play with on monday? Equation: <equation> 14 + 8</equation> ,<scratch> Adding 14 and 8 at digit level. Current carry is 0; 14 plus 8 plus carry gives 22; new carry is NaN; result is 2. The overall result is 22</scratch>,22
Allan brought 5 balloons to the park. If Jake brought 6 more balloons than the number of balloons that Allan brought How many balloons did Jake bring to the park? Equation: <equation> 5 + 6</equation> ,<scratch> Adding 5 and 6 at digit level. Current carry is 0; 5 plus 6 plus carry gives 11; new carry is 1; result is 1. The overall result is 11</scratch>,11
18 red peaches, 14 yellow peaches and 17 green peaches are in the basket. How many red and yellow peaches are in the basket? Equation: <equation> 18 + 14</equation> ,<scratch> Adding 18 and 14 at digit level. Current carry is 0; 18 plus 14 plus carry gives 32; new carry is 0; result is 2. The overall result is 32</scratch>,32
Adam has 4 more apples than Jackie. Together Adam and Jackie have 14 apples. Bob has 6 apples more than Adam and Jackie together do. How many apples does Bob have? Equation: <equation> 14 + 6</equation> ,<scratch> Adding 14 and 6 at digit level. Current carry is 0; 14 plus 6 plus carry gives 20; new carry is NaN; result is 0. The overall result is 20</scratch>,20
Mary is baking a cake. The recipe calls for 6 cups of flour and 13 cups of sugar. She already put in some cups of flour. If she still needs 8 more cups of flour than sugar How many more cups of flour does she need to add? Equation: <equation> 13 + 8</equation> ,<scratch> Adding 13 and 8 at digit level. Current carry is 0; 13 plus 8 plus carry gives 21; new carry is NaN; result is 2. The overall result is 21</scratch>,21
Paul got a box of some crayons for his birthday. During the school year he gave 563 crayons to his friends while he lost 558 crayons. If he only had 332 crayons left How many crayons did he get for his birthday? Equation: <equation> 563.0 + 890.0</equation>,<scratch> Adding 563 and 890 at digit level. Current carry is 0; 563 plus 890 plus carry gives 1453; new carry is 0; result is 3.  Adding 0 and 0 at digit level. Current carry is 0; 0 plus 0 plus carry gives 0; new carry is NaN; result is 0. The overall result is 1453</scratch>,1453
At the stop 13 more people got on the bus. Initially there were 4 people on the bus. How many people are there on the bus now? Equation: <equation> 4 + 13</equation> ,<scratch> Adding 4 and 3 at digit level. Current carry is 0; 4 plus 3 plus carry gives 7; new carry is 0; result is 7. The overall result is 17</scratch>,17
Paul had some books. After selling 137 in a garage sale he had 105 left. How many books did he have at the start? Equation: <equation> 137 + 105</equation> ,<scratch> Adding 137 and 5 at digit level. Current carry is 0; 137 plus 5 plus carry gives 142; new carry is 0; result is 2.  Adding 0 and 2 at digit level. Current carry is 0; 0 plus 2 plus carry gives 2; new carry is NaN; result is 2. The overall result is 242</scratch>,242
Last week Fred had 33 dollars and Jason had 95 dollars. Over the weekend Fred delivered newspapers earning 16 dollars and washed cars earning 74 dollars. How much money did Fred earn over the weekend? Equation: <equation> 16 + 74</equation> ,<scratch> Adding 16 and 74 at digit level. Current carry is 0; 16 plus 74 plus carry gives 90; new carry is 0; result is 9. The overall result is 90</scratch>,90
Because of the decision Sofia asked the students to suggest specific types of food. If 324 students suggested adding mashed potatoes 374 suggested adding bacon to the menu and 128 suggested adding tomatoes How many students participated in the suggestion of new food items? Equation: <equation> 324.0 + 502.0</equation>,<scratch> Adding 324 and 502 at digit level. Current carry is 0; 324 plus 502 plus carry gives 826; new carry is 0; result is 6. The overall result is 826</scratch>,826
There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people. How many people are there on the bus now? Equation: <equation> 12 + 4</equation> ,<scratch> Adding 12 and 4 at digit level. Current carry is 0; 12 plus 4 plus carry gives 16; new carry is 0; result is 6. The overall result is 16</scratch>,16
A grocery store had 57 bottles of regular soda, 26 bottles of diet soda and 27 bottles of lite soda. How many bottles did they have total? Equation: <equation> 57.0 + 53.0</equation>,<scratch> Adding 57 and 26 at digit level. Current carry is 0; 57 plus 26 plus carry gives 83; new carry is 0; result is 8.  Adding 8 and 27 at digit level. Current carry is 0; 8 plus 27 plus carry gives 35; new carry is 0; result is 5. The overall result is 85</scratch>,85
Edward spent $ 9. Then he spent $ 8 more. Now he has $ 17. How much did Edward have before he spent his money? Equation: <equation> 9.0 + 25.0</equation>,<scratch> Adding 9 and 8 at digit level. Current carry is 0; 9 plus 8 plus carry gives 17; new carry is 0; result is 7.  Adding 0 and 7 at digit level. Current carry is 0; 0 plus 7 plus carry gives 7; new carry is NaN; result is 7. The overall result is 32</scratch>,32
In a school there are 902 girls and 811 boys. 44 more girls joined the school. How many girls are there in the school now? Equation: <equation> 902 + 44</equation> ,<scratch> Adding 902 and 44 at digit level. Current carry is 0; 9 plus 4 plus carry gives 13; new carry is 1; result is 3.  Adding 0 and 1 at digit level. Current carry is 1; 0 plus 1 plus carry gives 2; new carry is NaN; result is 2. The overall result is 946</scratch>,946
Together Adam and Jackie have 6 apples. He has 4 apples more than adam and jackie together do. How many apples does he have? Equation: <equation> 6 + 4</equation> ,<scratch> Adding 6 and 4 at digit level. Current carry is 0; 6 plus 4 plus carry gives 10; new carry is 0; result is 0. The overall result is 10</scratch>,10
Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park. How many balloons did Jake bring to the park? Equation: <equation> 6 + 3</equation> ,<scratch> Adding 6 and 3 at digit level. Current carry is 0; 6 plus 3 plus carry gives 9; new carry is 0; result is 9. The overall result is 9</scratch>,9
Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the morning and evening? Equation: <equation> 3 + 8</equation> ,<scratch> Adding 3 and 8 at digit level. Current carry is 0; 3 plus 8 plus carry gives 11; new carry is 1; result is 1. The overall result is 11</scratch>,11
Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park. How many balloons did Allan and Jake have in the park? Equation: <equation> 3 + 5</equation> ,<scratch> Adding 3 and 5 at digit level. Current carry is 0; 3 plus 5 plus carry gives 8; new carry is 0; result is 8. The overall result is 8</scratch>,8
Jack received 5 emails in the morning, 8 emails in the afternoon and 72 emails in the evening. How many emails did Jack receive in the morning and afternoon? Equation: <equation> 5 + 8</equation> ,<scratch> Adding 5 and 8 at digit level. Current carry is 0; 5 plus 8 plus carry gives 13; new carry is 0; result is 3. The overall result is 13</scratch>,13
Haley grew 9 trees in her backyard. After a typhoon 4 died. Then she grew 5 more trees. How many trees does she have left? Equation: <equation> 5 + 5</equation> ,<scratch> Adding 5 and 5 at digit level. Current carry is 0; 5 plus 5 plus carry gives 10; new carry is 0; result is 10. The overall result is 10</scratch>,10
Robin cut off 20 inches of his hair. If his hair is now 10 inches long How long was his hair before he cut? Equation: <equation> 20 + 10</equation> ,<scratch> Adding 20 and 10 at digit level. Current carry is 0; 20 plus 10 plus carry gives 30; new carry is NaN; result is 3. The overall result is 30</scratch>,30
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 36 inches. The frog jumped 17 inches farther than the grasshopper and the mouse jumped 15 inches farther than the frog. How far did the frog jump? Equation: <equation> 36 + 17</equation> ,<scratch> Adding 36 and 17 at digit level. Current carry is 0; 36 plus 17 plus carry gives 53; new carry is NaN; result is 5. The overall result is 53</scratch>,53
There are many different books in the ' crazy silly school ' series. If you have read 13 of the books and are yet to read 8 books How many books are there in the ' crazy silly school ' series? Equation: <equation> 13 + 8</equation> ,<scratch> Adding 13 and 8 at digit level. Current carry is 0; 13 plus 8 plus carry gives 21; new carry is NaN; result is 2. The overall result is 21</scratch>,21
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 21 inches. The grasshopper jumped 25 inches farther than the frog and the mouse jumped 16 inches lesser than the frog. How much farther did the grasshopper jump than the mouse? Equation: <equation> 25 + 16</equation> ,<scratch> Adding 25 and 16 at digit level. Current carry is 0; 25 plus 16 plus carry gives 41; new carry is NaN; result is 4. The overall result is 41</scratch>,41
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 512 visitors came to the Buckingham palace that day. If there were 471 visitors the previous day and 808 visitors the day before that How many visited the Buckingham palace within the past 89 days? Equation: <equation> 512.0 + 1279.0</equation>,<scratch> Adding 512 and 1279 at digit level. Current carry is 0; 5 plus 1 plus carry gives 6; new carry is 0; result is 6.  Adding 1 and 2 at digit level. Current carry is 0; 1 plus 2 plus carry gives 3; new carry is 0; result is 3.  Adding 2 and 7 at digit level. Current carry is 0; 2 plus 7 plus carry gives 9; new carry is 0; result is 9.  Adding 0 and 9 at digit level. Current carry is 0; 0 plus 9 plus carry gives 9; new carry is NaN; result is 9. The overall result is 2341</scratch>,2341
Dave had some apps on his phone. After deleting 18 of them he had 5 left. How many apps did he have on his phone at the start? Equation: <equation> 18 + 5</equation> ,<scratch> Adding 18 and 5 at digit level. Current carry is 0; 18 plus 5 plus carry gives 23; new carry is 0; result is 3. The overall result is 23</scratch>,23
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 39 inches farther than the grasshopper and the mouse jumped 94 inches lesser than the frog. How far did the frog jump? Equation: <equation> 19 + 39</equation> ,<scratch> Adding 19 and 39 at digit level. Current carry is 0; 19 plus 39 plus carry gives 58; new carry is 0; result is 8. The overall result is 58</scratch>,58
Adam has 5 more apples than Jackie. Jackie has 89 oranges and 11 apples. How many apples does Adam have? Equation: <equation> 5 + 11</equation> ,<scratch> Adding 5 and 11 at digit level. Current carry is 0; 5 plus 11 plus carry gives 16; new carry is 0; result is 6. The overall result is 16</scratch>,16
Paco ate 19 cookies and had 35 cookies left. How many cookies did he have in the beginning? Equation: <equation> 19 + 35</equation> ,<scratch> Adding 19 and 35 at digit level. Current carry is 0; 19 plus 5 plus carry gives 24; new carry is 1; result is 4.  Adding 0 and 4 at digit level. Current carry is 1; 0 plus 4 plus carry gives 5; new carry is NaN; result is 5. The overall result is 54</scratch>,54
Katie had 84 new games and 19 old games. Her friends had 8 new games and 69 old games. How many new games do they have together? Equation: <equation> 84 + 8</equation> ,<scratch> Adding 84 and 8 at digit level. Current carry is 0; 84 plus 8 plus carry gives 92; new carry is 0; result is 2. The overall result is 92</scratch>,92
Julia played tag with 13 kids on monday and 10 kids on tuesday. She played cards with 15 kids on wednesday. How many kids did she play with altogether? Equation: <equation> 13.0 + 25.0</equation>,<scratch> Adding 13 and 10 at digit level. Current carry is 0; 13 plus 10 plus carry gives 23; new carry is 0; result is 3.  Adding 0 and 5 at digit level. Current carry is 0; 0 plus 5 plus carry gives 5; new carry is NaN; result is 5. The overall result is 28</scratch>,28
Winter is almost here and most animals are migrating to warmer countries. There are some bird families living near the mountain. 20 bird families flew away for winter while 14 bird families stayed behind. How many bird families were living near the mountain at the start? Equation: <equation> 20 + 14</equation> ,<scratch> Adding 20 and 4 at digit level. Current carry is 0; 20 plus 4 plus carry gives 24; new carry is 0; result is 4. The overall result is 24</scratch>,24
In a school there are 315 girls and 309 boys. There are also 772 teachers How many people are there in that school? Equation: <equation> 315.0 + 1081.0</equation>,<scratch> Adding 315 and 1081 at digit level. Current carry is 0; 315 plus 1081 plus carry gives 1396; new carry is 0; result is 6. The overall result is 1396</scratch>,1396
Rachel picked 3 ripe apples from her tree. Now the tree has 2 ripe apples and 27 unripe apples. How many ripe apples did the tree have to begin with? Equation: <equation> 3 + 2</equation> ,<scratch> Adding 3 and 2 at digit level. Current carry is 0; 3 plus 2 plus carry gives 5; new carry is NaN; result is 5. The overall result is 5</scratch>,5
In a school there are 308 girls and 318 boys. There are also 36 teachers How many pupils are there in that school? Equation: <equation> 308 + 318</equation> ,<scratch> Adding 308 and 318 at digit level. Current carry is 0; 308 plus 318 plus carry gives 626; new carry is 0; result is 6. The overall result is 626</scratch>,626
